layer,benchmark,model,score,error
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.340334707,0.044031463
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-xnli15-1024,0.348602579,0.045462477
dropout,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,-0.013025347,0.062051058
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.051003159,0.083632094
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.045331517,0.083198521
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.099924637,0.044295462
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.091680876,0.087820264
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.088155718,0.034606731
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.084134517,0.040791516
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.068854881,0.088336673
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.137651074,0.130501457
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.176529868,0.091817692
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.179303286,0.079212256
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.158555973,0.061193393
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-xnli15-1024-untrained,0.179962858,0.051751675
dropout,Pereira2018-encoding,xlm-mlm-100-1280,-0.01605522,0.024131348
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-100-1280,0.301991694,0.059793474
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-100-1280,0.391083977,0.118700394
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-100-1280,0.415971871,0.119432308
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-100-1280,0.593212054,0.100011476
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-100-1280,0.601169116,0.022990773
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-100-1280,0.378105737,0.075382143
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-100-1280,0.393568606,0.073332961
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-100-1280,0.446103742,0.082444843
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-100-1280,0.363515024,0.090664117
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-100-1280,0.342126627,0.057585441
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-100-1280,0.338272227,0.091313071
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-100-1280,0.379885126,0.087117459
encoder.layer_norm2.12,Pereira2018-encoding,xlm-mlm-100-1280,0.400391467,0.065451549
encoder.layer_norm2.13,Pereira2018-encoding,xlm-mlm-100-1280,0.115737527,0.039745027
encoder.layer_norm2.14,Pereira2018-encoding,xlm-mlm-100-1280,0.125259443,0.049660679
encoder.layer_norm2.15,Pereira2018-encoding,xlm-mlm-100-1280,0.430299802,0.055433121
dropout,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.028217455,0.038155636
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.052446347,0.109647541
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.09932642,0.043901641
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.182729494,0.097595853
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.170446218,0.085373434
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.198701904,0.076388417
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.233089088,0.077768809
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.226933872,0.092890543
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.209892069,0.051312926
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.243534592,0.09528506
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.270970789,0.069549393
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.202298823,0.092284191
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.220637336,0.069412189
encoder.layer_norm2.12,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.228841808,0.060978914
encoder.layer_norm2.13,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.26375306,0.066191923
encoder.layer_norm2.14,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.293801515,0.066904895
encoder.layer_norm2.15,Pereira2018-encoding,xlm-mlm-100-1280-untrained,0.311571412,0.073367147
dropout,Pereira2018-encoding,xlm-mlm-en-2048,0.028299694,0.04610005
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-en-2048,0.485862906,0.10675223
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-en-2048,0.51186488,0.077946004
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-en-2048,0.592583412,0.11713257
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-en-2048,0.650339573,0.097640704
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-en-2048,0.630339649,0.085201927
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-en-2048,0.622713666,0.135409025
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-en-2048,0.667867061,0.123163171
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-en-2048,0.516463178,0.183495006
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-en-2048,0.473511712,0.17783063
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-en-2048,0.454138876,0.089889686
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-en-2048,0.39949306,0.055339199
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-en-2048,0.783953371,0.124537317
dropout,Pereira2018-encoding,xlm-mlm-en-2048-untrained,-0.013970693,0.050148755
encoder.layer_norm2.0,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.151107201,0.06460696
encoder.layer_norm2.1,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.240157378,0.050149896
encoder.layer_norm2.2,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.269316662,0.106344065
encoder.layer_norm2.3,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.276252369,0.065989022
encoder.layer_norm2.4,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.323638637,0.076156734
encoder.layer_norm2.5,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.367818842,0.067985019
encoder.layer_norm2.6,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.385350493,0.098930888
encoder.layer_norm2.7,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.448258353,0.055779127
encoder.layer_norm2.8,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.495157314,0.122088805
encoder.layer_norm2.9,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.493675605,0.097216563
encoder.layer_norm2.10,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.508542631,0.043817382
encoder.layer_norm2.11,Pereira2018-encoding,xlm-mlm-en-2048-untrained,0.513802451,0.052600492
embedding,Pereira2018-encoding,xlm-roberta-base,-0.01116905,0.046259308
encoder.layer.0,Pereira2018-encoding,xlm-roberta-base,0.487826239,0.19084475
encoder.layer.1,Pereira2018-encoding,xlm-roberta-base,0.512647923,0.092606455
encoder.layer.2,Pereira2018-encoding,xlm-roberta-base,0.512599615,0.056485979
encoder.layer.3,Pereira2018-encoding,xlm-roberta-base,0.447101897,0.108734097
encoder.layer.4,Pereira2018-encoding,xlm-roberta-base,0.464128969,0.108231776
encoder.layer.5,Pereira2018-encoding,xlm-roberta-base,0.501498115,0.093647569
encoder.layer.6,Pereira2018-encoding,xlm-roberta-base,0.466379446,0.090032501
encoder.layer.7,Pereira2018-encoding,xlm-roberta-base,0.472453166,0.086510828
encoder.layer.8,Pereira2018-encoding,xlm-roberta-base,0.47904999,0.15923299
encoder.layer.9,Pereira2018-encoding,xlm-roberta-base,0.501868046,0.10437994
encoder.layer.10,Pereira2018-encoding,xlm-roberta-base,0.546652179,0.119099577
encoder.layer.11,Pereira2018-encoding,xlm-roberta-base,0.576301408,0.089672671
embedding,Pereira2018-encoding,xlm-roberta-base-untrained,0.028614445,0.047018642
encoder.layer.0,Pereira2018-encoding,xlm-roberta-base-untrained,0.029743562,0.081465299
encoder.layer.1,Pereira2018-encoding,xlm-roberta-base-untrained,0.045724637,0.060913027
encoder.layer.2,Pereira2018-encoding,xlm-roberta-base-untrained,0.06256407,0.044745531
encoder.layer.3,Pereira2018-encoding,xlm-roberta-base-untrained,0.080826161,0.137787034
encoder.layer.4,Pereira2018-encoding,xlm-roberta-base-untrained,0.026276246,0.067911589
encoder.layer.5,Pereira2018-encoding,xlm-roberta-base-untrained,0.077873154,0.054596864
encoder.layer.6,Pereira2018-encoding,xlm-roberta-base-untrained,0.04480049,0.087313768
encoder.layer.7,Pereira2018-encoding,xlm-roberta-base-untrained,0.044372406,0.068962997
encoder.layer.8,Pereira2018-encoding,xlm-roberta-base-untrained,0.045145531,0.070286059
encoder.layer.9,Pereira2018-encoding,xlm-roberta-base-untrained,0.076006541,0.068098472
encoder.layer.10,Pereira2018-encoding,xlm-roberta-base-untrained,0.088808926,0.047877442
encoder.layer.11,Pereira2018-encoding,xlm-roberta-base-untrained,0.099846494,0.032852084
embedding,Pereira2018-encoding,xlm-roberta-large,-0.006719132,0.053849096
encoder.layer.0,Pereira2018-encoding,xlm-roberta-large,0.524658093,0.110795653
encoder.layer.1,Pereira2018-encoding,xlm-roberta-large,0.4730312,0.045074384
encoder.layer.2,Pereira2018-encoding,xlm-roberta-large,0.402326864,0.058283696
encoder.layer.3,Pereira2018-encoding,xlm-roberta-large,0.397551244,0.038596653
encoder.layer.4,Pereira2018-encoding,xlm-roberta-large,0.379790136,0.083199753
encoder.layer.5,Pereira2018-encoding,xlm-roberta-large,0.405598283,0.071667695
encoder.layer.6,Pereira2018-encoding,xlm-roberta-large,0.4152871,0.088860695
encoder.layer.7,Pereira2018-encoding,xlm-roberta-large,0.448328696,0.07766803
encoder.layer.8,Pereira2018-encoding,xlm-roberta-large,0.407911688,0.068472249
encoder.layer.9,Pereira2018-encoding,xlm-roberta-large,0.346133563,0.104481348
encoder.layer.10,Pereira2018-encoding,xlm-roberta-large,0.289570938,0.041077089
encoder.layer.11,Pereira2018-encoding,xlm-roberta-large,0.27120751,0.045997555
encoder.layer.12,Pereira2018-encoding,xlm-roberta-large,0.242669541,0.089863606
encoder.layer.13,Pereira2018-encoding,xlm-roberta-large,0.204822479,0.084793433
encoder.layer.14,Pereira2018-encoding,xlm-roberta-large,0.205898891,0.042270732
encoder.layer.15,Pereira2018-encoding,xlm-roberta-large,0.150438361,0.077213261
encoder.layer.16,Pereira2018-encoding,xlm-roberta-large,0.092785602,0.050219846
encoder.layer.17,Pereira2018-encoding,xlm-roberta-large,0.067678524,0.078437945
encoder.layer.18,Pereira2018-encoding,xlm-roberta-large,0.056743703,0.060510954
encoder.layer.19,Pereira2018-encoding,xlm-roberta-large,0.015021244,0.113216697
encoder.layer.20,Pereira2018-encoding,xlm-roberta-large,-0.009021816,0.043297949
encoder.layer.21,Pereira2018-encoding,xlm-roberta-large,0.014596488,0.044473257
encoder.layer.22,Pereira2018-encoding,xlm-roberta-large,0.070826002,0.064825121
encoder.layer.23,Pereira2018-encoding,xlm-roberta-large,0.348482831,0.102208679
embedding,Pereira2018-encoding,xlm-roberta-large-untrained,-0.016609927,0.027272847
encoder.layer.0,Pereira2018-encoding,xlm-roberta-large-untrained,0.044469454,0.04135788
encoder.layer.1,Pereira2018-encoding,xlm-roberta-large-untrained,0.065670786,0.026197704
encoder.layer.2,Pereira2018-encoding,xlm-roberta-large-untrained,0.124728121,0.043841105
encoder.layer.3,Pereira2018-encoding,xlm-roberta-large-untrained,0.119804555,0.061475594
encoder.layer.4,Pereira2018-encoding,xlm-roberta-large-untrained,0.152056202,0.069342277
encoder.layer.5,Pereira2018-encoding,xlm-roberta-large-untrained,0.156398122,0.073232199
encoder.layer.6,Pereira2018-encoding,xlm-roberta-large-untrained,0.148918521,0.071991758
encoder.layer.7,Pereira2018-encoding,xlm-roberta-large-untrained,0.180602012,0.07075394
encoder.layer.8,Pereira2018-encoding,xlm-roberta-large-untrained,0.175875484,0.062849664
encoder.layer.9,Pereira2018-encoding,xlm-roberta-large-untrained,0.20776632,0.060764433
encoder.layer.10,Pereira2018-encoding,xlm-roberta-large-untrained,0.203851475,0.044200465
encoder.layer.11,Pereira2018-encoding,xlm-roberta-large-untrained,0.228226172,0.085714508
encoder.layer.12,Pereira2018-encoding,xlm-roberta-large-untrained,0.223623617,0.061119936
encoder.layer.13,Pereira2018-encoding,xlm-roberta-large-untrained,0.226931807,0.05722452
encoder.layer.14,Pereira2018-encoding,xlm-roberta-large-untrained,0.243925856,0.062844653
encoder.layer.15,Pereira2018-encoding,xlm-roberta-large-untrained,0.24516503,0.067366131
encoder.layer.16,Pereira2018-encoding,xlm-roberta-large-untrained,0.247141466,0.065252681
encoder.layer.17,Pereira2018-encoding,xlm-roberta-large-untrained,0.238275101,0.048356108
encoder.layer.18,Pereira2018-encoding,xlm-roberta-large-untrained,0.247464948,0.080333001
encoder.layer.19,Pereira2018-encoding,xlm-roberta-large-untrained,0.251104263,0.051541632
encoder.layer.20,Pereira2018-encoding,xlm-roberta-large-untrained,0.271651996,0.048479738
encoder.layer.21,Pereira2018-encoding,xlm-roberta-large-untrained,0.302233234,0.046699634
encoder.layer.22,Pereira2018-encoding,xlm-roberta-large-untrained,0.316922466,0.034411326
encoder.layer.23,Pereira2018-encoding,xlm-roberta-large-untrained,0.313599013,0.057541166
drop,Pereira2018-encoding,transfo-xl-wt103,0.002266321,0.048727601
encoder.layers.0,Pereira2018-encoding,transfo-xl-wt103,0.067665367,0.087662455
encoder.layers.1,Pereira2018-encoding,transfo-xl-wt103,0.151993999,0.067210189
encoder.layers.2,Pereira2018-encoding,transfo-xl-wt103,0.189543657,0.051446823
encoder.layers.3,Pereira2018-encoding,transfo-xl-wt103,0.253617001,0.048769362
encoder.layers.4,Pereira2018-encoding,transfo-xl-wt103,0.347885198,0.099379499
encoder.layers.5,Pereira2018-encoding,transfo-xl-wt103,0.377214751,0.063844734
encoder.layers.6,Pereira2018-encoding,transfo-xl-wt103,0.385113476,0.065353895
encoder.layers.7,Pereira2018-encoding,transfo-xl-wt103,0.369724388,0.112738113
encoder.layers.8,Pereira2018-encoding,transfo-xl-wt103,0.347712327,0.043759386
encoder.layers.9,Pereira2018-encoding,transfo-xl-wt103,0.466565829,0.088974599
encoder.layers.10,Pereira2018-encoding,transfo-xl-wt103,0.491981172,0.08749289
encoder.layers.11,Pereira2018-encoding,transfo-xl-wt103,0.573722846,0.087192997
encoder.layers.12,Pereira2018-encoding,transfo-xl-wt103,0.595398629,0.079104442
encoder.layers.13,Pereira2018-encoding,transfo-xl-wt103,0.623389437,0.039462371
encoder.layers.14,Pereira2018-encoding,transfo-xl-wt103,0.609075577,0.032134402
encoder.layers.15,Pereira2018-encoding,transfo-xl-wt103,0.599350259,0.042202289
encoder.layers.16,Pereira2018-encoding,transfo-xl-wt103,0.592198478,0.038053754
encoder.layers.17,Pereira2018-encoding,transfo-xl-wt103,0.618485147,0.082980309
drop,Pereira2018-encoding,transfo-xl-wt103-untrained,-0.006552626,0.055368103
encoder.layers.0,Pereira2018-encoding,transfo-xl-wt103-untrained,0.226478865,0.085242417
encoder.layers.1,Pereira2018-encoding,transfo-xl-wt103-untrained,0.222607683,0.085118264
encoder.layers.2,Pereira2018-encoding,transfo-xl-wt103-untrained,0.247298204,0.121527745
encoder.layers.3,Pereira2018-encoding,transfo-xl-wt103-untrained,0.259410184,0.162358917
encoder.layers.4,Pereira2018-encoding,transfo-xl-wt103-untrained,0.253131658,0.182683653
encoder.layers.5,Pereira2018-encoding,transfo-xl-wt103-untrained,0.286325542,0.170527921
encoder.layers.6,Pereira2018-encoding,transfo-xl-wt103-untrained,0.239708381,0.13430669
encoder.layers.7,Pereira2018-encoding,transfo-xl-wt103-untrained,0.233142581,0.138453099
encoder.layers.8,Pereira2018-encoding,transfo-xl-wt103-untrained,0.23455602,0.116256233
encoder.layers.9,Pereira2018-encoding,transfo-xl-wt103-untrained,0.187407139,0.181166434
encoder.layers.10,Pereira2018-encoding,transfo-xl-wt103-untrained,0.211478474,0.168383987
encoder.layers.11,Pereira2018-encoding,transfo-xl-wt103-untrained,0.21890909,0.187211127
encoder.layers.12,Pereira2018-encoding,transfo-xl-wt103-untrained,0.226814278,0.152958506
encoder.layers.13,Pereira2018-encoding,transfo-xl-wt103-untrained,0.262643366,0.12182503
encoder.layers.14,Pereira2018-encoding,transfo-xl-wt103-untrained,0.236372605,0.125330793
encoder.layers.15,Pereira2018-encoding,transfo-xl-wt103-untrained,0.276576362,0.142245001
encoder.layers.16,Pereira2018-encoding,transfo-xl-wt103-untrained,0.271569899,0.115521519
encoder.layers.17,Pereira2018-encoding,transfo-xl-wt103-untrained,0.23699473,0.117094106
drop,Pereira2018-encoding,xlnet-base-cased,,
encoder.layer.0,Pereira2018-encoding,xlnet-base-cased,0.396695797,
encoder.layer.1,Pereira2018-encoding,xlnet-base-cased,0.414127177,
encoder.layer.2,Pereira2018-encoding,xlnet-base-cased,0.490074019,
encoder.layer.3,Pereira2018-encoding,xlnet-base-cased,0.479034835,
encoder.layer.4,Pereira2018-encoding,xlnet-base-cased,0.486814127,
encoder.layer.5,Pereira2018-encoding,xlnet-base-cased,0.52153765,
encoder.layer.6,Pereira2018-encoding,xlnet-base-cased,0.517644131,
encoder.layer.7,Pereira2018-encoding,xlnet-base-cased,0.407787094,
encoder.layer.8,Pereira2018-encoding,xlnet-base-cased,0.163467127,
encoder.layer.9,Pereira2018-encoding,xlnet-base-cased,0.069450921,
encoder.layer.10,Pereira2018-encoding,xlnet-base-cased,0.056288329,
encoder.layer.11,Pereira2018-encoding,xlnet-base-cased,0.563875548,
